rainfall_24h,rainfall_7d,temperature,humidity,wind_speed,elevation,river_proximity,flood_history_freq,soil_saturation_idx,population_density,risk_level
3.72,13.54,28.3,54.8,6.7,911.4,5.77,0.138,0.027,240.0,0
22.2,137.84,21.9,64.6,10.1,107.4,0.12,0.156,0.276,2744.0,1
9.99,41.8,31.7,72.8,9.7,511.3,0.38,0.306,0.084,826.0,0
65.2,433.67,24.2,69.4,14.9,269.2,4.74,0.13,0.867,2214.0,1
4.0,31.14,29.8,67.6,16.9,192.8,4.2,0.265,0.062,100.0,0
59.63,441.11,31.8,94.4,71.6,46.7,2.2,0.117,0.882,2703.0,3
5.59,35.1,24.3,53.5,1.1,351.5,1.47,0.124,0.07,4096.0,0
31.82,212.38,27.4,76.6,10.0,28.6,1.51,0.71,0.425,100.0,2
47.72,201.05,26.4,46.3,2.1,170.6,0.31,0.249,0.402,878.0,1
4.37,13.6,36.3,91.7,12.9,442.7,4.54,0.139,0.027,2547.0,0
3.6,14.05,25.0,66.2,13.5,178.2,0.35,0.395,0.028,3765.0,1
6.66,33.32,23.1,88.7,0.2,209.6,5.53,0.176,0.067,3410.0,0
0.38,2.56,25.6,78.3,5.8,11.8,0.74,0.25,0.005,7282.0,1
28.54,130.24,19.8,64.6,3.5,750.7,5.19,0.206,0.26,3530.0,0
7.97,26.07,39.6,83.6,6.9,31.9,1.16,0.208,0.052,2223.0,1
30.59,230.86,38.0,62.2,20.9,454.6,9.36,0.128,0.462,346.0,0
7.62,53.7,25.7,91.5,29.2,289.3,0.79,0.357,0.107,2083.0,0
14.29,51.44,30.2,58.7,24.3,395.3,0.74,0.217,0.103,5013.0,0
39.11,143.08,34.2,80.7,4.4,412.8,0.92,0.42,0.286,1451.0,1
34.36,219.31,38.8,78.2,7.7,172.5,1.84,0.26,0.439,3669.0,1
9.02,66.71,32.0,83.5,1.8,104.8,10.87,0.288,0.133,8545.0,0
2.84,22.39,27.5,43.4,4.4,150.0,0.94,0.335,0.045,1613.0,0
81.19,345.03,27.8,44.4,16.3,181.0,2.68,0.519,0.69,3139.0,2
2.96,12.96,35.3,58.7,28.0,60.1,0.1,0.481,0.026,334.0,1
49.3,355.93,43.9,84.5,2.8,25.6,0.35,0.296,0.712,2155.0,2
1.52,10.19,22.1,85.0,37.5,22.9,1.32,0.304,0.02,1806.0,1
11.75,74.92,19.4,70.5,29.6,402.0,0.1,0.139,0.15,13005.0,0
5.72,32.54,29.7,60.7,0.1,103.3,1.34,0.127,0.065,1104.0,0
2.95,16.76,25.0,51.1,8.4,12.7,1.27,0.329,0.034,4011.0,1
2.26,17.54,27.1,57.9,5.8,35.9,7.64,0.299,0.035,7205.0,0
0.87,6.4,29.9,47.1,2.8,129.5,6.69,0.351,0.013,368.0,0
13.96,42.89,28.5,92.7,45.7,280.9,2.95,0.716,0.086,5313.0,0
26.9,167.53,31.7,49.3,11.9,18.3,2.37,0.197,0.335,9213.0,1
26.54,172.45,28.2,89.7,10.6,193.6,3.25,0.471,0.345,1795.0,1
49.93,371.38,35.8,77.5,24.8,14.3,2.04,0.605,0.743,2722.0,2
9.63,35.26,24.3,58.0,15.4,183.7,5.95,0.197,0.071,4842.0,0
9.5,53.09,31.2,64.8,3.3,106.3,0.38,0.406,0.106,273.0,1
1.68,6.28,24.8,94.6,0.1,132.3,0.66,0.2,0.013,2422.0,0
41.85,278.06,37.9,58.1,13.7,44.9,11.05,0.627,0.556,1131.0,2
12.51,51.73,29.8,65.4,6.3,651.7,2.94,0.231,0.103,4309.0,0
7.48,49.59,26.5,87.8,26.8,850.5,7.83,0.041,0.099,4097.0,0
1.05,5.27,24.7,84.9,6.6,201.4,1.03,0.717,0.011,4142.0,0
9.58,33.81,29.3,71.9,7.6,189.9,8.19,0.513,0.068,2146.0,0
0.45,2.14,21.6,48.3,20.1,388.9,13.96,0.05,0.004,1111.0,0
14.5,79.55,30.7,50.7,1.7,369.2,4.76,0.158,0.159,696.0,0
1.85,12.7,26.0,65.8,2.7,245.2,3.83,0.382,0.025,1166.0,0
24.37,186.26,24.3,84.3,5.5,61.6,5.96,0.447,0.373,5007.0,1
16.62,99.78,25.6,77.0,52.5,260.1,12.79,0.201,0.2,2930.0,0
5.72,28.84,30.3,56.8,2.2,260.4,8.39,0.48,0.058,5814.0,0
6.48,37.53,31.3,95.4,10.5,79.5,6.68,0.494,0.075,100.0,0
19.54,64.78,26.1,59.5,16.8,82.3,0.99,0.413,0.13,4161.0,1
4.34,23.96,22.1,42.2,0.8,359.4,0.63,0.201,0.048,1643.0,0
19.18,140.09,26.7,60.8,15.9,86.2,4.8,0.19,0.28,6088.0,1
40.06,240.52,21.6,77.8,9.1,131.6,7.09,0.36,0.481,1994.0,1
15.85,60.6,26.7,43.8,5.7,49.8,3.62,0.347,0.121,2283.0,0
18.49,62.83,30.8,74.5,2.0,174.3,7.27,0.263,0.126,2931.0,0
7.6,54.93,33.0,68.6,16.6,103.0,1.77,0.105,0.11,3570.0,0
0.82,3.81,21.0,99.1,3.5,27.9,1.14,0.141,0.008,105.0,1
33.93,251.95,16.5,45.2,11.6,488.9,2.45,0.223,0.504,8508.0,1
9.03,69.47,22.5,82.0,21.7,530.2,1.15,0.109,0.139,997.0,0
81.43,505.99,28.4,83.1,56.3,94.7,8.09,0.445,1.0,741.0,2
6.4,38.2,21.3,54.6,5.2,516.2,1.31,0.159,0.076,9234.0,0
17.22,109.68,21.0,41.0,6.2,317.6,0.4,0.572,0.219,421.0,1
0.78,3.79,27.7,70.1,36.1,252.6,4.36,0.328,0.008,1464.0,0
23.89,81.62,34.6,91.8,9.8,14.2,3.99,0.439,0.163,2447.0,2
34.6,157.66,28.4,90.4,15.8,190.9,0.97,0.015,0.315,100.0,1
7.99,26.06,24.0,67.0,4.4,86.7,6.11,0.117,0.052,4356.0,0
0.44,3.04,27.4,76.4,8.4,10.0,7.65,0.098,0.006,2301.0,0
5.78,32.05,29.6,94.5,23.1,133.7,14.54,0.338,0.064,1917.0,0
6.64,29.19,28.7,45.0,2.5,115.8,3.57,0.218,0.058,10194.0,0
9.98,42.86,26.5,60.8,23.7,196.3,13.87,0.22,0.086,4656.0,0
5.96,31.28,34.6,99.7,5.1,154.5,3.81,0.402,0.063,773.0,1
2.19,9.81,35.1,45.4,16.5,28.6,9.55,0.569,0.02,3667.0,0
5.08,28.07,29.0,66.7,51.2,169.4,9.95,0.466,0.056,3798.0,0
9.85,36.01,29.2,55.7,13.1,253.3,0.66,0.241,0.072,5450.0,0
43.97,167.21,24.7,47.2,3.9,22.5,8.62,0.151,0.334,4330.0,1
10.59,55.32,29.0,74.6,61.4,55.3,5.72,0.245,0.111,199.0,0
86.08,378.02,37.6,88.9,8.1,74.1,13.89,0.265,0.756,6304.0,2
6.84,28.69,27.5,52.8,7.9,243.5,1.23,0.195,0.057,4830.0,0
7.23,47.58,20.0,65.9,1.4,274.6,0.1,0.188,0.095,14861.0,0
10.52,48.91,24.0,81.6,21.8,72.5,8.35,0.39,0.098,13115.0,0
2.21,12.89,13.6,63.8,8.5,168.5,0.1,0.35,0.026,2375.0,1
11.76,36.88,28.9,67.0,5.3,530.9,0.67,0.187,0.074,1061.0,0
40.45,264.49,29.4,88.5,21.9,24.2,5.16,0.114,0.529,2257.0,2
34.72,118.95,33.9,92.0,10.4,70.3,1.54,0.238,0.238,2228.0,1
12.59,44.5,33.3,89.7,14.8,15.7,0.6,0.385,0.089,1459.0,1
34.42,270.14,25.6,67.2,10.6,169.8,13.47,0.211,0.54,4669.0,1
53.38,166.71,34.5,90.2,55.0,742.7,0.34,0.282,0.333,3151.0,2
29.21,197.43,35.9,75.3,3.6,20.4,0.33,0.408,0.395,4601.0,2
20.49,93.41,23.5,98.4,6.7,130.0,2.19,0.178,0.187,1138.0,1
21.99,77.24,33.7,40.7,2.3,251.6,18.02,0.231,0.154,2086.0,0
10.94,78.7,26.0,73.0,3.2,21.5,12.1,0.362,0.157,2372.0,1
23.03,155.79,35.1,83.6,30.6,42.0,2.56,0.2,0.312,348.0,1
34.24,158.66,34.6,56.5,0.4,265.8,4.91,0.041,0.317,1304.0,1
23.67,107.22,35.0,85.6,14.5,16.1,3.6,0.162,0.214,4500.0,1
24.3,174.28,25.2,78.4,5.7,633.9,0.17,0.326,0.349,805.0,1
49.26,199.94,23.1,48.7,21.3,138.9,12.14,0.436,0.4,3451.0,1
35.76,195.49,18.0,92.7,3.3,588.6,1.15,0.202,0.391,633.0,1
7.18,28.3,19.0,58.2,1.5,31.1,0.55,0.51,0.057,3094.0,1
2.05,7.88,36.1,72.2,17.0,229.6,4.95,0.101,0.016,2528.0,0
11.06,52.08,24.7,51.0,0.1,125.9,5.79,0.222,0.104,759.0,0
48.2,236.88,21.8,66.3,5.6,287.2,13.76,0.533,0.474,874.0,1
6.24,47.18,27.3,78.0,19.2,59.5,6.35,0.279,0.094,5195.0,0
21.13,106.19,22.6,41.0,36.0,62.8,8.57,0.371,0.212,10096.0,0
1.75,12.01,22.9,77.8,67.0,84.4,0.32,0.166,0.024,684.0,0
1.85,8.72,28.2,65.0,2.7,856.3,8.6,0.26,0.017,2060.0,0
13.2,43.77,22.1,76.7,61.8,89.5,6.99,0.117,0.088,105.0,0
33.86,174.74,30.5,93.2,7.9,185.4,4.97,0.551,0.349,1157.0,1
3.55,27.66,24.0,91.1,29.9,104.4,7.19,0.302,0.055,100.0,0
27.44,102.29,25.8,98.9,7.2,39.2,2.17,0.341,0.205,4029.0,1
15.58,50.88,23.7,82.1,0.9,485.5,6.05,0.005,0.102,6097.0,0
12.0,79.11,26.6,51.5,9.4,56.4,12.32,0.624,0.158,2349.0,1
12.19,45.7,31.7,95.8,9.2,40.1,1.8,0.321,0.091,8091.0,1
14.57,49.83,31.9,46.6,50.6,38.4,5.22,0.044,0.1,2860.0,0
2.12,11.74,32.4,41.5,7.8,49.9,3.81,0.236,0.023,7773.0,0
2.19,14.25,21.6,99.9,29.3,104.8,19.63,0.121,0.028,2932.0,0
33.31,166.63,22.7,96.8,7.8,295.5,3.31,0.286,0.333,5694.0,0
56.56,221.41,16.1,97.9,4.8,102.1,20.33,0.651,0.443,100.0,1
21.93,155.99,28.1,40.8,11.7,123.1,3.46,0.346,0.312,1992.0,0
34.21,194.41,25.8,76.5,1.3,206.0,7.19,0.303,0.389,694.0,0
40.27,225.67,22.6,80.2,25.3,60.4,1.76,0.264,0.451,322.0,2
2.13,13.05,35.1,54.0,15.3,53.8,6.25,0.264,0.026,526.0,0
12.08,87.74,29.5,74.9,1.2,42.6,3.22,0.162,0.175,4782.0,0
32.74,153.66,28.5,75.3,40.9,259.0,12.49,0.134,0.307,11496.0,0
2.25,15.49,42.3,50.2,8.9,47.3,5.85,0.164,0.031,3348.0,0
9.48,40.66,26.4,85.6,3.5,247.1,0.11,0.092,0.081,688.0,0
17.51,93.05,34.9,89.1,17.2,40.6,8.6,0.107,0.186,2197.0,1
4.36,33.67,27.6,95.4,11.8,62.9,6.06,0.339,0.067,100.0,0
36.3,265.95,28.9,76.2,19.5,24.5,4.44,0.094,0.532,1128.0,2
20.34,132.16,15.7,98.9,20.2,25.1,7.06,0.606,0.264,577.0,2
1.03,3.42,25.8,51.2,0.5,272.0,6.42,0.297,0.007,859.0,0
43.92,145.3,19.5,74.0,15.7,72.1,3.08,0.334,0.291,100.0,1
8.06,53.31,25.6,70.5,10.4,23.3,2.47,0.178,0.107,319.0,1
30.53,234.73,22.9,54.6,27.7,47.0,0.38,0.267,0.469,284.0,1
52.25,283.14,27.0,58.9,23.3,229.0,10.98,0.087,0.566,936.0,1
16.68,51.32,24.4,64.4,24.9,95.4,0.24,0.444,0.103,100.0,1
9.68,76.11,14.7,49.5,6.6,108.8,2.48,0.088,0.152,2081.0,0
18.66,71.56,31.9,45.2,9.3,38.2,2.06,0.293,0.143,3267.0,1
93.66,694.41,14.9,68.4,11.0,42.3,3.1,0.151,1.0,3334.0,3
1.36,7.8,38.5,55.3,6.8,371.2,1.08,0.279,0.016,698.0,0
2.16,12.28,30.2,45.1,5.4,273.0,16.68,0.079,0.025,1394.0,0
30.55,159.27,37.2,62.9,8.8,94.4,2.29,0.3,0.319,3333.0,0
6.5,49.85,34.8,83.4,12.9,208.7,0.15,0.139,0.1,255.0,0
22.09,101.12,32.7,54.2,57.9,97.7,1.55,0.205,0.202,3279.0,1
20.73,129.64,25.1,89.5,8.1,15.2,1.6,0.247,0.259,2191.0,2
16.84,128.08,28.3,67.5,43.5,223.9,0.34,0.358,0.256,2618.0,1
20.0,110.35,18.4,43.6,37.1,191.1,1.07,0.401,0.221,2613.0,1
68.76,512.18,32.3,41.7,4.2,123.1,4.95,0.7,1.0,277.0,2
25.99,160.3,33.8,48.4,8.8,164.9,9.45,0.4,0.321,4773.0,0
41.33,136.33,26.0,58.9,10.8,565.0,0.24,0.411,0.273,1659.0,1
26.58,185.7,34.3,56.2,32.8,29.5,2.05,0.13,0.371,4603.0,1
17.87,118.08,37.3,73.7,12.1,24.4,0.67,0.201,0.236,1986.0,2
6.8,40.92,41.9,43.0,1.5,10.0,3.46,0.163,0.082,3467.0,0
6.16,39.64,23.4,96.0,21.8,214.6,8.68,0.27,0.079,2253.0,0
26.01,159.93,32.8,61.6,7.8,704.3,0.6,0.468,0.32,973.0,1
7.1,35.9,26.0,41.6,3.8,303.3,1.12,0.15,0.072,4945.0,0
6.55,31.08,27.9,95.4,3.5,414.5,0.15,0.39,0.062,4009.0,1
12.76,99.53,31.8,83.8,19.9,16.7,2.23,0.349,0.199,747.0,1
5.76,36.58,26.2,93.3,9.2,186.8,1.04,0.472,0.073,2096.0,1
27.22,183.78,26.9,57.7,4.5,10.0,1.68,0.035,0.368,1549.0,1
3.36,16.09,33.7,81.8,12.3,97.7,2.73,0.243,0.032,243.0,0
50.52,219.95,34.2,92.9,42.7,269.1,0.45,0.061,0.44,636.0,2
8.81,34.23,13.3,81.7,14.4,131.9,2.47,0.29,0.068,8672.0,0
14.69,78.91,32.5,94.0,22.8,43.5,0.45,0.17,0.158,3261.0,1
9.28,51.12,25.5,83.5,1.8,104.3,3.32,0.444,0.102,3542.0,0
27.2,141.17,29.2,95.8,44.3,14.4,3.05,0.531,0.282,771.0,2
13.65,102.0,19.0,56.1,7.9,457.7,11.33,0.344,0.204,1160.0,0
5.47,27.85,23.1,48.1,5.3,169.9,2.92,0.093,0.056,1210.0,0
10.04,69.88,29.7,56.7,15.6,413.2,0.21,0.206,0.14,6226.0,0
15.0,94.14,31.1,58.6,17.8,10.0,2.33,0.278,0.188,737.0,1
6.67,29.47,28.5,68.9,19.1,88.9,4.71,0.112,0.059,773.0,0
12.3,87.2,28.5,79.7,35.0,20.7,1.32,0.349,0.174,281.0,1
5.58,29.84,29.5,75.5,32.7,439.4,6.85,0.324,0.06,2393.0,0
32.93,174.46,22.1,73.8,43.2,10.0,1.36,0.134,0.349,15644.0,1
11.38,76.67,29.3,100.0,19.4,24.2,3.65,0.091,0.153,586.0,1
142.8,633.21,23.4,49.8,5.0,314.9,11.81,0.163,1.0,359.0,2
1.02,6.16,26.2,88.4,2.6,10.0,1.88,0.109,0.012,2741.0,1
10.22,70.42,16.0,60.0,2.0,22.5,5.83,0.523,0.141,2601.0,1
9.09,51.6,26.0,87.3,25.6,633.6,8.69,0.087,0.103,3295.0,0
14.21,46.53,32.4,75.9,24.9,322.0,13.45,0.36,0.093,2187.0,0
10.38,79.52,32.6,45.3,10.7,501.5,11.72,0.302,0.159,10328.0,0
17.9,118.06,28.6,59.9,27.3,74.2,3.54,0.538,0.236,3512.0,1
0.39,1.82,34.7,77.7,4.8,480.7,5.02,0.04,0.004,2589.0,0
13.99,47.76,18.8,91.4,8.6,42.8,1.06,0.347,0.096,1164.0,1
38.55,116.58,23.4,96.2,1.7,369.0,3.3,0.145,0.233,4230.0,0
45.31,318.71,19.3,52.0,0.6,206.2,1.52,0.157,0.637,1980.0,1
1.44,4.75,24.3,95.6,15.7,95.5,7.03,0.172,0.01,6030.0,0
4.72,27.52,25.3,64.2,15.7,239.5,5.08,0.295,0.055,8848.0,0
1.01,5.92,22.8,63.0,21.2,73.0,4.49,0.238,0.012,6417.0,0
5.19,38.49,12.3,40.4,25.7,89.2,3.89,0.092,0.077,1531.0,0
54.08,397.7,28.2,65.3,17.6,466.3,9.5,0.146,0.795,3087.0,1
15.82,81.95,32.2,86.3,0.6,43.2,3.85,0.315,0.164,1683.0,1
32.68,158.32,29.7,91.3,24.3,85.8,5.92,0.334,0.317,809.0,0
4.13,29.59,23.9,62.6,11.4,10.0,1.38,0.369,0.059,638.0,1
0.43,1.35,24.3,94.2,1.1,449.2,1.29,0.094,0.003,1542.0,0
0.82,6.48,21.7,80.0,5.0,176.3,4.42,0.255,0.013,2315.0,0
30.65,152.44,32.4,78.8,2.4,539.6,2.41,0.421,0.305,7972.0,1
6.37,33.88,27.3,73.4,7.8,123.3,0.1,0.24,0.068,1237.0,1
5.55,42.3,22.3,71.3,0.2,10.0,18.05,0.43,0.085,6224.0,1
26.81,125.42,25.7,69.1,15.7,10.0,5.31,0.556,0.251,7701.0,1
2.72,13.01,26.5,75.5,27.1,10.0,1.35,0.061,0.026,842.0,1
10.75,71.0,27.0,51.5,10.9,477.4,8.16,0.315,0.142,392.0,0
42.32,213.7,38.6,68.9,1.1,65.2,1.96,0.236,0.427,531.0,2
26.83,196.77,36.9,47.6,43.7,28.4,7.45,0.415,0.394,742.0,1
1.61,7.28,29.8,79.3,4.1,65.8,8.59,0.135,0.015,1018.0,0
1.45,10.64,10.6,76.7,14.7,28.3,7.06,0.18,0.021,319.0,0
95.8,656.42,24.7,52.6,10.4,53.2,2.63,0.299,1.0,2694.0,2
3.13,13.38,32.8,88.6,32.7,61.0,1.27,0.297,0.027,6238.0,1
2.39,18.33,22.6,51.0,4.4,104.4,2.42,0.143,0.037,2135.0,0
30.43,107.05,28.2,98.4,8.7,155.6,17.21,0.212,0.214,1261.0,1
0.19,0.98,34.8,42.8,11.8,82.7,3.21,0.379,0.002,5135.0,0
18.32,118.66,44.6,50.1,5.8,116.0,8.96,0.133,0.237,12075.0,0
25.49,133.1,37.8,55.4,3.2,221.7,0.1,0.315,0.266,1160.0,1
3.19,10.05,29.3,65.9,21.6,981.2,5.38,0.114,0.02,7880.0,0
59.29,427.65,28.7,83.3,1.2,22.4,3.39,0.394,0.855,414.0,2
6.42,47.78,24.9,87.4,0.5,681.4,3.74,0.463,0.096,120.0,0
2.55,11.76,26.9,92.1,4.0,187.1,2.58,0.412,0.024,809.0,0
17.17,99.03,28.2,89.8,6.5,110.6,0.69,0.061,0.198,2440.0,1
0.86,4.73,34.3,72.7,2.8,285.8,20.97,0.258,0.009,5683.0,0
26.31,99.21,28.3,46.3,17.8,146.4,1.77,0.572,0.198,1352.0,1
17.77,61.25,22.6,65.9,2.9,870.1,4.12,0.072,0.123,1012.0,0
20.99,65.56,29.0,56.7,1.0,35.5,11.27,0.396,0.131,1356.0,1
22.15,173.95,38.6,50.5,13.6,110.4,2.96,0.437,0.348,1090.0,1
4.29,15.36,21.9,51.3,15.9,32.1,4.04,0.529,0.031,608.0,1
4.72,14.72,31.9,93.8,3.5,51.6,1.64,0.417,0.029,3105.0,1
29.58,213.3,24.1,90.0,3.3,446.3,3.07,0.449,0.427,12356.0,1
7.73,61.68,28.0,90.7,14.2,10.0,11.59,0.408,0.123,3594.0,0
34.06,108.73,28.2,63.9,10.3,220.2,0.1,0.693,0.217,1737.0,1
25.21,107.08,24.0,92.7,25.2,633.2,10.76,0.114,0.214,2776.0,0
37.98,154.38,31.0,90.0,2.0,27.8,4.07,0.082,0.309,5441.0,1
13.62,106.33,27.6,60.3,12.0,276.0,7.66,0.401,0.213,8025.0,0
18.97,112.43,35.6,72.9,15.3,60.1,0.44,0.255,0.225,3625.0,2
4.36,31.08,24.8,92.5,22.2,108.2,6.9,0.598,0.062,2777.0,0
58.25,293.87,26.5,79.7,9.4,199.2,2.99,0.429,0.588,3990.0,2
19.93,94.63,23.2,60.5,26.8,64.3,6.61,0.068,0.189,1062.0,1
5.07,38.82,31.0,69.3,14.9,265.1,2.32,0.294,0.078,1448.0,0
34.82,210.35,32.0,42.9,28.5,1205.0,10.9,0.397,0.421,1090.0,1
3.89,22.95,24.3,94.2,5.8,221.9,1.04,0.048,0.046,591.0,0
36.73,197.02,28.7,43.0,39.1,652.1,1.05,0.19,0.394,3428.0,0
11.61,87.16,25.3,85.0,10.1,184.9,1.97,0.273,0.174,100.0,0
73.26,236.74,20.9,85.4,15.3,25.5,3.3,0.167,0.473,4950.0,2
22.14,119.2,33.7,78.5,0.6,194.3,7.52,0.026,0.238,3541.0,0
8.38,57.4,34.0,71.7,10.9,172.5,6.92,0.283,0.115,1976.0,0
13.83,60.33,32.3,50.2,14.5,253.9,4.21,0.146,0.121,407.0,0
10.7,69.01,20.3,99.8,20.8,207.0,2.19,0.137,0.138,2313.0,0
1.93,8.94,25.1,66.2,4.9,174.4,0.28,0.423,0.018,169.0,1
3.91,13.86,32.5,43.3,8.2,245.9,3.11,0.473,0.028,2489.0,0
4.68,29.61,21.2,44.7,13.9,35.8,6.66,0.429,0.059,4060.0,0
50.87,185.33,35.9,93.4,11.0,166.5,5.54,0.152,0.371,253.0,1
9.94,65.25,40.5,79.6,14.7,66.4,2.37,0.368,0.13,859.0,0
8.14,25.45,34.5,93.8,11.0,121.6,0.16,0.424,0.051,100.0,1
9.95,42.97,27.1,97.3,13.9,543.5,1.14,0.103,0.086,1815.0,0
7.57,27.09,29.9,91.3,4.5,10.0,1.26,0.193,0.054,2177.0,1
56.45,425.04,22.5,74.0,6.6,96.0,2.65,0.116,0.85,1228.0,2
9.96,50.08,29.2,42.1,11.3,216.9,1.16,0.237,0.1,810.0,0
1.39,7.41,35.4,89.2,14.3,357.0,3.41,0.563,0.015,2053.0,0
16.93,85.29,32.8,64.6,5.1,10.0,4.28,0.452,0.171,12490.0,1
0.17,1.22,25.3,41.9,42.2,445.3,3.83,0.497,0.002,137.0,0
27.46,95.27,44.8,69.6,19.7,96.8,14.5,0.239,0.191,235.0,0
13.49,97.73,29.6,82.4,10.1,59.6,10.81,0.07,0.195,135.0,1
7.41,33.05,31.5,83.9,8.5,227.7,4.7,0.593,0.066,343.0,0
24.9,96.92,12.4,44.8,42.3,60.4,9.6,0.274,0.194,4399.0,0
75.82,241.61,22.1,61.1,95.0,439.4,0.25,0.367,0.483,7042.0,1
19.61,130.32,31.6,95.9,4.9,600.0,0.33,0.168,0.261,3320.0,1
3.26,10.4,25.8,47.7,9.5,182.4,0.16,0.385,0.021,12163.0,1
6.0,18.57,25.3,42.2,37.0,86.8,2.65,0.23,0.037,1112.0,0
7.8,56.15,34.1,48.2,17.4,489.1,4.69,0.093,0.112,1038.0,0
2.21,14.57,30.4,81.2,1.5,511.7,4.2,0.544,0.029,122.0,0
22.35,161.24,31.2,64.1,5.4,325.2,1.59,0.23,0.322,1818.0,1
10.42,74.31,28.8,88.4,6.5,205.6,1.41,0.075,0.149,5795.0,0
15.25,49.77,28.5,67.4,42.8,437.6,0.54,0.319,0.1,3724.0,0
2.72,10.56,28.2,88.1,7.6,82.0,1.34,0.141,0.021,8908.0,1
55.63,209.48,32.9,40.6,4.1,343.3,1.17,0.216,0.419,1207.0,1
5.75,34.79,17.2,69.2,5.6,30.6,1.2,0.33,0.07,3924.0,1
5.22,21.91,35.6,62.4,3.9,164.7,0.72,0.382,0.044,361.0,1
32.94,224.47,31.0,94.6,49.2,111.7,1.1,0.32,0.449,100.0,1
10.49,46.19,30.3,83.9,4.2,37.7,3.77,0.583,0.092,999.0,1
2.71,20.82,25.8,86.7,14.1,707.4,2.34,0.356,0.042,2323.0,0
41.65,211.47,24.2,64.2,0.6,160.2,6.17,0.274,0.423,830.0,1
34.72,122.08,31.4,63.1,7.7,305.8,16.46,0.186,0.244,1354.0,0
32.77,116.02,12.3,99.2,14.5,210.5,1.11,0.527,0.232,662.0,1
0.82,2.86,23.4,54.5,41.3,146.9,2.27,0.369,0.006,1423.0,0
6.84,40.25,21.8,44.0,3.2,104.6,13.82,0.631,0.08,181.0,0
41.58,293.31,29.7,62.0,1.7,233.4,19.23,0.395,0.587,553.0,1
8.91,32.34,24.0,75.4,11.2,45.4,3.01,0.216,0.065,3639.0,0
2.15,6.97,35.5,67.2,17.3,89.2,5.51,0.275,0.014,3778.0,0
19.5,98.73,25.1,91.6,4.4,793.0,4.76,0.431,0.197,100.0,1
18.57,100.28,27.9,48.0,32.5,209.5,0.89,0.433,0.201,768.0,1
41.36,192.19,21.8,75.3,28.2,116.4,0.1,0.35,0.384,221.0,1
14.72,105.69,22.1,41.2,9.8,144.2,1.37,0.317,0.211,4734.0,1
12.95,56.39,28.5,63.7,5.3,403.4,6.87,0.316,0.113,692.0,0
24.87,100.85,27.9,80.4,18.3,163.6,11.7,0.134,0.202,1005.0,1
8.17,49.34,20.9,47.5,0.4,10.0,10.59,0.249,0.099,1720.0,1
35.93,195.78,30.3,85.8,26.9,85.6,11.14,0.386,0.392,5963.0,1
2.4,9.08,15.8,84.6,13.0,98.2,0.94,0.225,0.018,561.0,1
1.38,9.87,38.4,73.7,16.7,242.9,1.72,0.359,0.02,4114.0,0
31.04,202.39,20.6,91.5,47.1,138.2,13.41,0.83,0.405,100.0,1
1.38,4.14,39.3,71.4,6.3,1170.8,7.4,0.166,0.008,1426.0,0
19.91,150.08,36.4,56.1,18.0,10.0,10.26,0.206,0.3,639.0,1
20.47,103.79,17.5,56.2,3.5,212.3,2.69,0.46,0.208,375.0,1
22.39,80.04,24.7,96.7,2.3,205.9,2.41,0.307,0.16,4882.0,1
61.29,214.84,33.5,97.8,1.5,10.0,0.29,0.063,0.43,2218.0,2
21.21,165.01,30.9,40.2,4.3,525.6,13.45,0.327,0.33,790.0,0
2.9,15.5,20.5,59.0,8.3,74.0,1.65,0.253,0.031,2720.0,1
68.97,525.19,23.8,93.0,9.0,389.3,0.25,0.335,1.0,1322.0,2
12.04,61.68,26.5,72.2,0.3,117.4,7.6,0.082,0.123,2443.0,0
17.21,64.71,29.4,50.6,5.0,624.1,6.62,0.365,0.129,2710.0,0
33.84,237.32,24.6,50.0,74.1,165.6,2.21,0.177,0.475,10093.0,1
42.72,231.8,20.7,72.5,37.7,460.3,2.97,0.3,0.464,938.0,1
145.76,632.6,35.1,57.6,3.6,34.5,1.87,0.083,1.0,2316.0,3
37.59,114.57,25.1,64.2,35.7,269.7,3.91,0.027,0.229,1626.0,1
27.95,198.92,27.8,77.8,1.2,133.9,0.84,0.523,0.398,6995.0,1
60.07,468.02,17.1,45.9,0.2,35.1,27.62,0.419,0.936,2783.0,2
8.48,36.43,21.0,54.4,33.7,156.4,19.19,0.353,0.073,1330.0,0
10.83,62.09,26.8,58.4,39.3,177.6,2.62,0.767,0.124,1956.0,1
10.04,78.01,28.0,69.1,54.6,10.0,11.45,0.247,0.156,2155.0,1
4.82,15.91,22.8,82.6,11.4,31.1,0.1,0.175,0.032,2642.0,1
1.82,7.48,20.9,51.3,8.4,214.8,1.53,0.294,0.015,2671.0,0
12.31,58.44,35.5,78.9,20.7,472.8,9.96,0.293,0.117,3789.0,0
27.15,196.38,20.7,43.8,0.5,59.8,11.55,0.259,0.393,8573.0,1
10.34,42.14,19.9,50.6,20.4,58.1,3.03,0.142,0.084,282.0,0
6.78,25.78,29.3,56.9,4.0,264.9,0.16,0.402,0.052,3692.0,0
4.39,30.21,25.3,52.8,7.3,269.1,2.7,0.408,0.06,859.0,0
32.6,226.92,26.9,47.6,7.6,37.3,1.47,0.535,0.454,405.0,2
2.35,10.34,24.0,88.7,5.8,35.7,2.86,0.457,0.021,10025.0,1
19.75,94.46,27.6,59.4,0.4,138.8,3.3,0.402,0.189,477.0,1
